id,ppoint_dh,lon_bd,lat_bd,ppoint_type,insert_time,onlyId
6ade4076642843ad9579a634832684bc,KSTC065YS010,20448.86969999969,77469.75589999929,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20448.8697|410077469.7559KSTC065YS010
751cb65c40814f81979cff8dd033bba3,KSTC065WS017,20415.148000000045,77444.16220000014,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20415.148|410077444.1622KSTC065WS017
61630be91ec04b2e8e367be702bde5f7,KSTC065YS014,20415.24700000044,77448.34100000001,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20415.247|410077448.341KSTC065YS014
11ebb9365cc645908c31d52226e1befd,KSTC065WS023,20423.012699999847,77463.1370000001,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20423.0127|410077463.137KSTC065WS023
c38c6eb28d8648548f0b264f86f2f282,KSTC065YS015,20421.6660000002,77463.13099999912,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_20421.666|410077463.131KSTC065YS015
277d27db05fa48078315b8aa7f130a84,KSTC066WS038,15876.685100000352,78564.90179999918,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15876.6851|410078564.9018KSTC066WS038
e04fe601c815470c8745c9326f81344e,KSTC066YS019,15875.674999999814,78565.42400000058,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15875.675|410078565.424KSTC066YS019
54c673ab81704f8793c03360bea9bfe2,KSTC066WS041,15724.311900000088,78546.16249999963,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15724.3119|410078546.1625KSTC066WS041
60205f664b10492d9ce85d9797762647,KSTC066YS008,15723.770999999717,78545.0859999992,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15723.771|410078545.086KSTC066YS008
58939300fb5f415fb10d2451644ab855,KSTC066WS044,15690.38049999997,78559.39670000039,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15690.3805|410078559.3967KSTC066WS044
275f6fe54173414f94e94baa5342a168,KSTC066YS006,15690.121299999766,78559.1688000001,4100,2021-10-26 11:36:30,KSBC_DATA_WaterMap_15690.1213|410078559.1688KSTC066YS006
